snomed_concept_id,c,description
1708071000006100,0,
1603291000006106,0,
1110281000006100,0,
1928071000006100,0,
1711611000006105,0,
1935231000006103,0,
1010801000006102,0,
1726931000006108,0,
1881401000006105,0,
1092801000006104,0,
1094951000006104,0,
1013591000006102,0,
13482871000006105,0,
1838591000006102,0,
1123451000006105,0,
1713591000006100,0,
1027001000006101,0,
1117811000006107,0,
1711631000006104,0,
1748921000006106,0,
1058311000006101,0,
1602041000006101,0,
1010321000006104,0,
1104511000006103,0,
1711091000006105,0,
1993221000006105,0,
1135341000006103,0,
1124711000006100,0,
1567361000006105,0,
12608081000006105,0,
1110071000006109,0,
1141271000006101,0,
1850751000006103,0,
1848961000006103,0,
1657051000006108,0,
1092101000006108,0,
1857291000006100,0,
1629891000006104,0,
1116101000006102,0,
1139741000006104,0,
1089051000006102,0,
1711991000006109,0,
2005721000006108,0,
1067521000006107,0,
1044751000006108,0,
1117411000006109,0,
1135061000006101,0,
1998561000006106,0,
1012001000006108,0,
1096151000006108,0,
1695051000006105,0,
1123461000006107,0,
1068721000006102,0,
1128161000006108,0,
1084821000006100,0,
1034811000006104,0,
1850521000006103,0,
1602861000006109,0,
1660591000006104,0,
1928031000006103,0,
1053041000006107,0,
1036001000006101,0,
1050241000006107,0,
1823041000006109,0,
1084011000006102,0,
1031471000006109,0,
1990291000006104,0,
1080091000006102,0,
1639501000006106,0,
1877971000006108,0,
1706661000006100,0,
1051231000006108,0,
1068171000006102,0,
2019341000006101,0,
1096731000006100,0,
1036551000006108,0,
1978151000006108,0,
1898621000006108,0,
1787671000006108,0,
1086061000006107,0,
12607601000006109,0,
2002321000006104,0,
12802521000006109,0,
1068201000006103,0,
1118741000006100,0,
2018971000006101,0,
1758361000006101,0,
1103791000006102,0,
1068071000006103,0,
1134591000006104,0,
1787841000006104,0,
1107861000006107,0,
1143881000006103,0,
1132221000006107,0,
1600931000006106,0,
1044791000006102,0,
1660761000006104,0,
1091241000006109,0,
1077111000006100,0,
1052861000006109,0,
1061461000006107,0,
1078361000006100,0,
1724951000006107,0,
1710371000006101,0,
1038091000006107,0,
1949121000006109,0,
1890691000006107,0,
1109371000006104,0,
1066801000006103,0,
12589111000006101,0,
1961281000006107,0,
1042571000006103,0,
1631031000006107,0,
1062521000006109,0,
2013481000006100,0,
1074241000006102,0,
1104431000006105,0,
1133591000006102,0,
1117181000006109,0,
1825401000006104,0,
1042561000006105,0,
1013751000006104,0,
1108561000006106,0,
1115141000006109,0,
1141001000006101,0,
1037871000006103,0,
1779851000006103,0,
1852641000006105,0,
1076301000006102,0,
1126881000006106,0,
2003091000006107,0,
13073251000006108,0,
1024181000006104,0,
1930921000006101,0,
1695591000006105,0,
1771291000006107,0,
1890821000006109,0,
1908931000006107,0,
1036451000006107,0,
1756701000006102,0,
1093521000006100,0,
1957311000006108,0,
1062561000006103,0,
1123021000006109,0,
1713961000006102,0,
1050881000006100,0,
1102761000006100,0,
1697221000006103,0,
218379001,0,Adverse reaction caused by cycloguanil (disorder)
1890791000006100,0,
1104761000006108,0,
1063641000006106,0,
2006591000006107,0,
1025661000006100,0,
293200008,0,Tolazamide adverse reaction (disorder)
1567171000006100,0,
1993421000006109,0,
1638941000006107,0,
1114101000006106,0,
1123621000006103,0,
1022651000006107,0,
1125801000006105,0,
1948271000006109,0,
1085631000006100,0,
1089471000006102,0,
1053661000006100,0,
1123061000006103,0,
1042321000006109,0,
1055531000006109,0,
1930801000006100,0,
1711551000006105,0,
1640611000006100,0,
1849321000006103,0,
1622031000006102,0,
1710031000006102,0,
1015161000006102,0,
1110751000006101,0,
1969131000006101,0,
1602021000006108,0,
1058251000006106,0,
1970941000006105,0,
1052151000006100,0,
1076481000006102,0,
1781801000006105,0,
1038301000006103,0,
1061051000006100,0,
1024811000006101,0,
1052441000006107,0,
1044271000006106,0,
219083000,0,Adverse reaction to vaccine product containing Yersinia pestis antigen (disorder)
1039731000006101,0,
12733851000006103,0,
12510171000006102,0,
1064511000006108,0,
1081281000006104,0,
1015791000006106,0,
1034621000006108,0,
1566891000006107,0,
1127301000006106,0,
1072861000006106,0,
1030091000006105,0,
1079021000006104,0,
1033391000006104,0,
1781741000006100,0,
1075621000006107,0,
1728001000006100,0,
1052621000006102,0,
1787901000006107,0,
1894721000006107,0,
1140101000006107,0,
1065411000006106,0,
1712671000006108,0,
1912521000006103,0,
1099271000006100,0,
1029521000006105,0,
1138281000006108,0,
1781451000006106,0,
1038441000006109,0,
1999861000006102,0,
1125441000006109,0,
1996281000006100,0,
1931621000006102,0,
1749101000006107,0,
1074381000006103,0,
1132991000006102,0,
1029061000006109,0,
1108531000006102,0,
1104361000006107,0,
1029031000006100,0,
2019421000006102,0,
1026801000006108,0,
1977351000006107,0,
1099621000006104,0,
1077061000006101,0,
1093721000006109,0,
1099231000006103,0,
1850331000006106,0,
1980031000006107,0,
1124781000006107,0,
1710131000006101,0,
1012271000006108,0,
1018621000006106,0,
1578671000006103,0,
1119371000006102,0,
1978471000006109,0,
1982601000006107,0,
1991451000006101,0,
1028631000006103,0,
1823141000006108,0,
1073161000006107,0,
1132451000006102,0,
1052851000006107,0,
1029681000006108,0,
1056061000006101,0,
1108581000006101,0,
1069201000006109,0,
1123661000006109,0,
1110831000006100,0,
1036481000006104,0,
1071911000006107,0,
1088901000006108,0,
1713721000006106,0,
1063891000006103,0,
2013631000006103,0,
1622691000006108,0,
1057471000006101,0,
1031191000006102,0,
1050201000006105,0,
2018591000006105,0,
1848921000006109,0,
1090871000006109,0,
1142431000006105,0,
1052191000006106,0,
1080201000006103,0,
1091351000006100,0,
2006381000006101,0,
1042641000006107,0,
1712631000006105,0,
1131241000006108,0,
1067081000006101,0,
1724911000006106,0,
1823091000006100,0,
1894681000006100,0,
1758341000006100,0,
1708311000006106,0,
1115201000006102,0,
2021851000006104,0,
1095901000006102,0,
2016031000006102,0,
1131771000006108,0,
1848941000006102,0,
2016251000006100,0,
1077491000006102,0,
1971021000006105,0,
2009801000006108,0,
1113141000006105,0,
1852581000006103,0,
2010671000006105,0,
1133121000006107,0,
1051911000006105,0,
1871471000006108,0,
1714091000006108,0,
1076581000006103,0,
1578311000006100,0,
1898761000006106,0,
1127401000006102,0,
1696961000006102,0,
1123641000006105,0,
1712151000006109,0,
1051381000006104,0,
1138821000006105,0,
1729231000006108,0,
1725181000006103,0,
1123271000006104,0,
1639201000006109,0,
1787981000006103,0,
1729141000006107,0,
1048151000006101,0,
1621241000006105,0,
1054021000006103,0,
1049681000006105,0,
1112281000006104,0,
1137441000006102,0,
1141911000006102,0,
2002581000006108,0,
1060771000006103,0,
1109051000006107,0,
1049661000006100,0,
1017641000006100,0,
12733351000006108,0,
1102271000006104,0,
1127931000006102,0,
1030391000006108,0,
1045881000006106,0,
1781491000006100,0,
1085401000006106,0,
1099781000006106,0,
1713761000006100,0,
1049441000006101,0,
1044661000006101,0,
1114201000006101,0,
1825361000006109,0,
218406006,0,Adverse reaction caused by ethionamide (disorder)
1030561000006107,0,
1748821000006102,0,
1084351000006104,0,
1135801000006107,0,
1764261000006107,0,
1126021000006102,0,
1084181000006105,0,
1639151000006100,0,
1053731000006100,0,
1804171000006109,0,
1101591000006106,0,
1011511000006106,0,
1125241000006108,0,
1713981000006107,0,
1101791000006103,0,
1710331000006104,0,
1078451000006109,0,
1060191000006103,0,
1724531000006107,0,
1066581000006109,0,
1709841000006107,0,
1107551000006108,0,
1050711000006103,0,
1708321000006103,0,
1089861000006107,0,
1890661000006104,0,
1140401000006101,0,
1113301000006106,0,
1995951000006105,0,
1031491000006105,0,
218369003,0,Adverse reaction caused by chiniofon (disorder)
1136311000006109,0,
1724481000006109,0,
1024821000006109,0,
1977481000006108,0,
1081691000006104,0,
1134801000006108,0,
1141601000006105,0,
1095161000006103,0,
1068031000006101,0,
1045641000006101,0,
1953711000006102,0,
1058381000006108,0,
12607381000006107,0,
1069621000006102,0,
1710681000006105,0,
1033331000006103,0,
1025201000006104,0,
2017671000006109,0,
1566771000006102,0,
1676111000006107,0,
1111201000006104,0,
1890531000006109,0,
1631131000006108,0,
1774531000006108,0,
1917811000006105,0,
1127761000006108,0,
1115271000006108,0,
1135051000006103,0,
1025581000006106,0,
1123051000006100,0,
1989091000006100,0,
1028331000006108,0,
1871681000006109,0,
1890671000006106,0,
1622701000006108,0,
1567641000006101,0,
1698561000006107,0,
1140831000006106,0,
1695391000006101,0,
2013391000006107,0,
1052421000006100,0,
1064561000006106,0,
1049731000006100,0,
1758531000006104,0,
1779171000006100,0,
218626001,0,Adverse reaction caused by pyrabital (disorder)
1710661000006100,0,
1747271000006101,0,
1687131000006105,0,
1068251000006104,0,
1127221000006108,0,
1105301000006107,0,
1857311000006101,0,
1993131000006102,0,
1112821000006102,0,
1119321000006103,0,
1849031000006103,0,
1640701000006105,0,
1043491000006108,0,
1089071000006107,0,
1750901000006101,0,
1772221000006104,0,
1670401000006101,0,
1086611000006104,0,
1045481000006109,0,
1125481000006103,0,
1839841000006100,0,
1663231000006106,0,
1139631000006100,0,
1028831000006104,0,
1993101000006105,0,
1104211000006100,0,
1849411000006101,0,
1933251000006109,0,
1035711000006109,0,
1087751000006105,0,
1069821000006103,0,
1067411000006100,0,
1049041000006107,0,
1878141000006103,0,
1140251000006103,0,
1066091000006101,0,
1118661000006105,0,
1745031000006102,0,
1080951000006109,0,
1780501000006104,0,
1686571000006100,0,
1073201000006101,0,
1047101000006104,0,
1073851000006103,0,
1087141000006109,0,
1771361000006109,0,
1127381000006102,0,
1061411000006109,0,
1056471000006103,0,
1759591000006109,0,
1026201000006109,0,
1031721000006103,0,
1087271000006108,0,
1081671000006100,0,
1065231000006104,0,
12607861000006106,0,
1048721000006106,0,
1909951000006106,0,
1999571000006106,0,
1010301000006109,0,
1933111000006102,0,
293485004,0,Mersalyl adverse reaction (disorder)
12989831000006105,0,
1054901000006109,0,
12509931000006106,0,
1123521000006102,0,
1073021000006102,0,
1756811000006108,0,
1875101000006106,0,
1024561000006100,0,
1712781000006100,0,
1105541000006100,0,
1122561000006102,0,
11966061000006103,0,
1928171000006104,0,
1050841000006106,0,
1089311000006101,0,
1095631000006104,0,
1992131000006108,0,
1014461000006106,0,
1771371000006102,0,
1116031000006109,0,
1706821000006105,0,
1087321000006100,0,
1061391000006109,0,
1118901000006104,0,
1969111000006107,0,
1910151000006103,0,
1141401000006108,0,
1086401000006104,0,
1630431000006107,0,
1091621000006100,0,
1787951000006106,0,
1982331000006109,0,
1699371000006100,0,
1137061000006107,0,
1758091000006106,0,
1804681000006102,0,
2008231000006106,0,
1096221000006109,0,
12589311000006103,0,
1128861000006102,0,
1074351000006106,0,
1033311000006109,0,
1012571000006106,0,
1631111000006102,0,
1120931000006103,0,
1980271000006104,0,
1089161000006101,0,
1083931000006105,0,
1931001000006103,0,
1989421000006105,0,
1089721000006108,0,
2003401000006107,0,
1105231000006107,0,
1686891000006101,0,
1957301000006105,0,
1107901000006100,0,
1122021000006101,0,
1898501000006104,0,
1078261000006105,0,
1989571000006105,0,
1116741000006101,0,
1093091000006109,0,
1133001000006101,0,
1074221000006109,0,
13031871000006104,0,
1105001000006105,0,
1711841000006105,0,
1112401000006109,0,
1709971000006105,0,
1806831000006106,0,
1631021000006109,0,
1033981000006101,0,
1772091000006105,0,
1125901000006104,0,
1061521000006102,0,
1932791000006102,0,
1030421000006100,0,
1025781000006104,0,
1050341000006100,0,
1031221000006109,0,
1779991000006101,0,
1014921000006107,0,
1850721000006107,0,
1138311000006105,0,
1640941000006105,0,
1033821000006109,0,
1054461000006100,0,
1898721000006100,0,
1064221000006103,0,
1019331000006105,0,
1100341000006101,0,
1122031000006103,0,
1948211000006100,0,
1708691000006109,0,
1602461000006106,0,
1054151000006106,0,
1743661000006101,0,
1061691000006101,0,
1076911000006100,0,
1119611000006104,0,
1054821000006108,0,
1065991000006107,0,
1083941000006100,0,
1710261000006103,0,
1600791000006108,0,
1697151000006104,0,
1053371000006101,0,
1762791000006101,0,
1133431000006100,0,
2003411000006105,0,
1142101000006108,0,
1100171000006107,0,
1024711000006105,0,
1111531000006105,0,
1964381000006104,0,
1038101000006101,0,
1101251000006102,0,
13488041000006108,0,
1134731000006108,0,
1708081000006102,0,
1062961000006109,0,
1877981000006106,0,
1113351000006105,0,
1604331000006102,0,
1566511000006104,0,
1878231000006102,0,
1110641000006109,0,
1120121000006104,0,
1095111000006101,0,
1603031000006102,0,
1045841000006100,0,
1055021000006104,0,
1134661000006108,0,
1062661000006102,0,
1999751000006105,0,
2016351000006106,0,
1072241000006108,0,
1996451000006109,0,
1050111000006102,0,
11997681000006100,0,
1050911000006100,0,
1125851000006109,0,
1035381000006101,0,
1948161000006109,0,
1069951000006103,0,
1105461000006102,0,
1077761000006103,0,
1838381000006108,0,
1039791000006102,0,
1124461000006109,0,
1040731000006107,0,
1928181000006101,0,
1728331000006106,0,
1140741000006108,0,
1054001000006108,0,
1100641000006106,0,
1020271000006100,0,
1062281000006105,0,
1039631000006105,0,
1112681000006102,0,
218634007,0,Adverse reaction caused by oxazolidine derivative (disorder)
1838531000006101,0,
1015741000006102,0,
1695891000006108,0,
1141731000006106,0,
1071281000006106,0,
1787911000006105,0,
1069361000006100,0,
1909291000006107,0,
1673931000006109,0,
1090541000006103,0,
1994541000006104,0,
1013921000006105,0,
11989821000006106,0,
1729301000006108,0,
1066841000006101,0,
1639561000006107,0,
1072401000006107,0,
1074441000006101,0,
1567511000006101,0,
1105881000006109,0,
1059091000006100,0,
1132491000006108,0,
1031331000006104,0,
1046911000006101,0,
1014251000006108,0,
1930701000006108,0,
1881891000006101,0,
1909731000006101,0,
1567881000006106,0,
1712771000006103,0,
1095151000006100,0,
1578911000006101,0,
1014451000006109,0,
1037161000006104,0,
1695491000006106,0,
1664561000006103,0,
1057361000006102,0,
1081601000006106,0,
1566601000006101,0,
1933391000006109,0,
1137081000006102,0,
1825171000006104,0,
1093981000006105,0,
1090811000006100,0,
1026561000006107,0,
1045831000006105,0,
1602641000006109,0,
13488121000006100,0,
1850211000006109,0,
1674761000006100,0,
1125611000006107,0,
1877991000006109,0,
1806951000006108,0,
13073191000006106,0,
1112671000006100,0,
1961301000006106,0,
1756891000006103,0,
1074121000006104,0,
1751271000006109,0,
1787961000006108,0,
1063531000006100,0,
1726961000006104,0,
1912721000006107,0,
1578581000006104,0,
1056641000006108,0,
1133641000006107,0,
1108041000006100,0,
1127431000006105,0,
1021591000006106,0,
1578721000006107,0,
1058171000006108,0,
1066511000006102,0,
1144241000006107,0,
1045351000006108,0,
1674541000006109,0,
1745021000006100,0,
1124511000006107,0,
1909281000006109,0,
1880271000006105,0,
1033431000006105,0,
1027901000006100,0,
1961271000006109,0,
1764021000006105,0,
1017721000006104,0,
1023921000006102,0,
1710561000006101,0,
12509941000006101,0,
1069841000006105,0,
2014441000006108,0,
1710171000006103,0,
1066131000006104,0,
1068821000006109,0,
1048961000006102,0,
1038991000006106,0,
1664841000006100,0,
2019531000006100,0,
1137381000006104,0,
1046491000006100,0,
1908941000006102,0,
1138271000006105,0,
1046041000006103,0,
12510041000006106,0,
1779351000006108,0,
1055551000006102,0,
1079901000006105,0,
1049071000006104,0,
1056411000006107,0,
1065611000006108,0,
1143991000006108,0,
1046011000006102,0,
1622071000006104,0,
1107301000006104,0,
1065531000006101,0,
292527003,0,Biperiden adverse reaction (disorder)
1069261000006105,0,
1078901000006102,0,
1054491000006108,0,
1077931000006109,0,
1909981000006103,0,
1953781000006109,0,
1918031000006106,0,
1852201000006105,0,
11640201000006100,0,
1139121000006105,0,
1036361000006103,0,
1115531000006108,0,
1135961000006100,0,
1848861000006106,0,
1111341000006109,0,
1603521000006107,0,
1118541000006105,0,
1877921000006107,0,
1978301000006107,0,
1059051000006106,0,
1999611000006101,0,
1066991000006102,0,
1111571000006108,0,
1949181000006108,0,
1999671000006105,0,
1139301000006102,0,
1048881000006100,0,
293561005,0,Isoxsuprine adverse reaction (disorder)
1074481000006107,0,
1016661000006104,0,
1132651000006100,0,
1099251000006105,0,
11997511000006106,0,
1989451000006101,0,
2010711000006109,0,
1139751000006102,0,
1982911000006104,0,
1042811000006109,0,
1729311000006106,0,
1124051000006102,0,
1660791000006107,0,
1095601000006107,0,
1015351000006101,0,
1060511000006100,0,
1838561000006105,0,
1097521000006109,0,
1048111000006102,0,
1932391000006101,0,
1109911000006107,0,
1566861000006104,0,
1103911000006105,0,
1630221000006105,0,
1898791000006103,0,
2009941000006100,0,
1088931000006100,0,
1106901000006102,0,
1053611000006103,0,
1052871000006102,0,
1025181000006100,0,
1934881000006102,0,
1125321000006108,0,
1132331000006102,0,
1049811000006102,0,
1893691000006100,0,
